,near_fid,building,noise,in_vehicle,asleep,no_windows,age,Distance
2895,1516,0,0,0,0,0,35,158.2902725962387
2896,491,0,0,0,0,0,51,2735.1850577160217
2897,449,0,0,0,0,0,87,2255.6026198603095
2898,3226,0,0,0,0,0,41,317.73967662384774
2899,3392,0,0,0,0,0,52,352.9236597984884
2900,4069,0,0,0,0,0,52,315.29085778962707
2901,582,0,0,0,0,0,28,154.23646069549255
2902,41,0,0,0,0,0,36,767.978217462538
2903,2628,0,0,0,0,0,42,459.8131257695315
2904,2766,0,0,0,0,0,23,1272.2475607816682
2905,2727,0,1,0,0,0,32,580.5790983274866
2906,2764,0,0,0,0,0,49,592.4471141707135
2907,3009,0,1,1,0,0,79,27997.11584015678
2908,113,1,0,0,0,0,22,498.5703081465967
2909,868,1,0,0,0,0,54,460.43221577520103
2910,290,0,0,0,0,0,42,1048.86518007299
2911,29,0,0,0,0,0,33,1006.8772956415584
2912,1399,0,0,0,0,0,38,1282.797815293588
2913,268,0,1,0,0,0,70,841.2534594236041
2914,892,1,0,0,0,0,78,230.36081138482692
2915,306,0,0,0,0,0,35,57.806437798933395
2916,1555,1,0,0,0,0,39,198.10676308441072
2917,2746,0,0,0,0,0,23,368.8347325892387
2918,1962,0,0,0,0,0,62,407.93754815743745
2919,173,0,0,0,0,0,30,251.9405865995352
2920,413,0,0,0,0,0,37,299.11403624444984
2921,2543,0,1,0,0,0,51,235.0465218560357
2922,2495,0,0,0,0,0,80,381.3672498211216
2923,2756,0,0,0,0,0,68,63273.282447868376
2924,76,0,1,0,0,0,38,104.93867732271666
2925,2737,1,0,0,0,0,78,1630.0521263746987
2926,2912,0,1,0,0,0,37,246.91662174212163
2927,4068,1,0,0,0,0,28,955.1133823626831
2928,1554,0,0,0,0,0,38,247.90853233604724
2929,1458,1,0,0,0,0,51,604.6782813957071
2930,1768,0,1,0,0,0,26,294.73188184223096
2931,2837,0,0,0,0,0,41,560.7040147575723
2932,2820,0,0,0,0,0,68,10622.501039675706
2933,3126,0,0,1,0,0,59,30767.964680798832
2934,1478,1,1,0,0,1,88,769.6139183452071
2935,2725,1,0,0,0,0,47,263.18282967458765
2936,937,1,0,0,0,0,22,358.20829481517984
2937,1831,1,0,0,0,0,55,422.62880493332756
2938,1986,0,1,0,0,0,34,626.8045435627757
2939,552,0,1,1,0,0,69,558.150266884773
2940,267,0,0,0,0,0,29,999.7221855760313
2941,567,1,0,0,0,0,43,352.611509434169
2942,42,1,0,0,0,0,79,295.912835811645
2943,224,0,0,0,0,0,42,3809.7400505180667
2944,2315,0,0,0,0,0,54,79279.65771823758
2945,2381,1,0,0,0,0,51,33.371489824103406
2946,2851,0,0,0,0,0,38,688.8482058206436
2947,2341,0,0,0,0,0,85,35363.497934943676
2948,11,1,0,0,0,0,68,917.718487327616
2949,315,1,0,0,0,0,79,1675.258139124414
2950,2453,0,0,0,0,0,53,437.2514252968033
2951,210,0,0,0,0,0,64,246.03679526135042
2952,4002,1,1,0,0,0,80,2398.5310708434154
2953,2335,0,0,0,0,0,67,1497.6786879794815
2954,3926,1,0,0,0,0,19,593.9395394950302
2955,3950,0,0,0,0,0,43,841.8208207558165
2956,2511,0,1,0,0,0,87,27867.44076196075
2957,2704,0,1,0,0,0,51,4079.6018176494786
2958,3031,0,1,0,0,0,45,2526.9366627220093
2959,2723,1,0,0,0,0,51,630.8574395204503
2960,151,0,0,0,0,0,83,540.3946511487864
2961,2511,0,1,0,0,0,66,47657.95702562161
2962,2734,0,0,1,0,0,51,950.2783368828217
2963,830,0,0,1,0,0,34,11936.4643053019
2964,1470,0,0,0,0,0,37,2517.300780092976
2965,578,0,1,1,0,0,58,35426.48883441229
2966,10,1,0,0,0,0,42,229.27933434527844
2967,941,0,1,1,0,0,79,23201.818416534905
2968,139,0,0,0,0,0,48,459.77614457970475
2969,3534,1,0,0,0,1,73,20620.026766528284
2970,4048,0,0,0,0,0,46,213.71478537540284
2971,3689,0,0,0,0,0,68,1362.317248016655
2972,3380,0,1,0,0,0,59,61.60271447301724
2973,3370,0,0,0,0,0,56,650.5484560060471
2974,3633,0,0,0,0,0,31,551.5833504002612
2975,204,1,0,0,0,0,28,598.7785182415432
2976,1576,0,0,0,0,0,38,129.39158035679012
2977,1933,1,0,0,0,0,22,887.5438689775616
2978,551,1,0,0,0,0,28,1204.7655162919575
2979,2909,0,0,1,0,0,54,66394.36295810707
2980,2241,0,0,0,0,0,82,49166.4181435935
2981,129,0,0,0,0,0,41,353.56666234851207
2982,2227,0,0,0,0,0,64,57534.91556767126
2983,2777,0,0,0,0,0,34,264.64627322580895
2984,1671,0,0,1,0,0,86,23584.688918361204
2985,4097,0,0,0,0,0,30,187.0075145771928
2986,2362,0,0,0,0,0,67,745.7900749342296
2987,2793,1,0,0,0,0,81,511.5887713619332
2988,4023,0,0,0,0,0,37,164.20047629816963
2989,227,0,0,0,0,0,83,623.3352835223745
2990,367,0,0,0,0,0,29,1209.1550999144802
2991,254,1,0,0,0,0,18,284.2293992230552
2992,668,1,0,0,0,0,45,199.28582880138836
2993,3377,0,0,0,0,0,62,363.4433180211881
2994,1628,0,0,0,0,0,25,326.5986187884646
2995,40,1,0,0,0,0,61,97.93391729620652
2996,2573,0,0,0,0,0,30,248.80444868126455
2997,1253,0,0,0,0,0,60,635.0963124369594
2998,2853,1,0,0,0,0,76,970.9822651824174
2999,3768,1,0,0,0,0,22,1036.1004542073163
3000,2853,0,0,0,0,0,18,159.67869769897473
3001,1775,0,0,0,0,0,49,45197.45835382574
3002,4061,0,0,0,0,0,67,813.6277434629875
3003,3352,0,0,0,0,0,79,726.0831553221733
3004,477,1,0,0,0,0,66,6359.598894268801
3005,75,0,0,0,0,0,46,94.20874888142856
3006,4017,1,0,0,0,0,54,675.2719642031739
3007,3997,1,0,0,0,0,26,6626.14065071768
3008,513,0,0,0,0,0,59,560.0902503921359
3009,190,0,0,0,0,0,23,89.9196647677036
3010,2569,0,1,0,0,0,78,1033.782266352689
3011,396,1,0,0,0,0,43,334.5488681587986
3012,1825,0,0,0,0,0,41,835.6722484962623
3013,616,1,0,0,0,0,66,155.3046408982662
3014,2821,0,1,1,0,0,30,28479.645239197565
3015,1485,0,0,0,0,0,55,823.4860682208054
3016,2449,1,0,0,0,0,66,892.1959093628063
3017,3267,0,0,0,0,0,68,267.2744824295611
3018,71,0,0,0,0,0,27,2160.6099695875996
3019,2137,0,0,0,0,0,67,1806.1261455460533
3020,1531,1,0,0,0,0,32,260.694664253028
3021,2763,0,0,0,0,0,66,2925.0342262768913
3022,2441,1,1,0,0,0,84,952.8189196694553
3023,2886,0,0,0,0,0,62,664.4951863214333
3024,4016,0,0,0,0,0,32,2311.121101942058
3025,33,1,0,0,0,0,28,112.87018633914315
3026,3996,0,1,0,0,0,41,480.2443470739446
3027,2854,0,0,0,0,0,40,649.1800261497893
3028,299,0,1,0,0,0,74,551.679604526582
3029,4045,1,0,0,0,0,25,333.08836971705534
3030,3716,0,0,0,0,0,51,1190.7561575586515
3031,1340,0,0,0,0,0,50,492.52553510309883
3032,2939,0,0,0,0,0,52,1061.817575651576
3033,2675,0,1,0,0,0,73,40864.39590698317
3034,2016,1,0,0,0,0,63,2470.8904101687267
3035,383,0,0,0,0,0,23,459.8188058928587
3036,680,0,1,0,0,0,74,13463.536581309405
3037,3972,0,0,0,0,0,65,929.329779396917
3038,1516,0,1,0,0,0,41,212.00769136660986
3039,2760,1,0,0,0,0,61,192.7711175155469
3040,3409,0,0,0,0,0,79,610.830416602948
3041,243,0,0,0,0,0,19,1581.0515273624467
3042,2756,0,0,1,0,0,81,63460.878810411334
3043,4089,0,0,0,0,0,83,1026.8651048323702
3044,3960,0,0,0,0,0,44,983.2657394188602
3045,3673,1,0,0,1,0,75,801.0810430844834
3046,1091,1,0,0,0,0,61,1425.9603997718082
3047,671,1,0,0,0,0,73,39155.338505575906
3048,1474,0,1,0,0,0,55,1293.482512376929
3049,2105,0,0,0,0,0,44,1864.9105095637383
3050,3447,0,0,0,0,0,26,273.171903023127
3051,2396,0,1,1,0,0,81,25188.06860315735
3052,1486,0,0,0,0,0,18,530.8048710453805
3053,726,0,0,0,0,0,29,710.4570811772517
3054,2352,0,0,0,0,0,56,860.5994949048711
3055,3226,0,0,0,0,0,64,199.73430476757997
3056,4017,0,0,1,0,0,41,315.69434590901295
3057,639,0,0,0,0,0,70,561.49338782564
3058,4012,1,0,0,0,0,43,1418.7860565063183
3059,2441,0,0,0,0,0,65,324.55067351633994
3060,2868,1,0,0,0,0,43,762.0086867536879
3061,4067,0,0,0,0,0,76,1185.3223781224772
3062,220,1,0,0,0,0,37,178.07075255245036
3063,1867,0,0,1,0,0,38,11531.09476751729
3064,4096,0,0,0,0,0,45,623.6764934302352
3065,2621,0,0,0,0,0,23,33331.639991078904
3066,2721,0,0,0,0,0,83,271.33549863350396
3067,109,0,0,0,0,0,82,333.1987068602267
3068,467,0,0,0,0,0,57,1057.5717890305175
3069,3355,0,0,0,0,0,54,289.16975574398975
3070,2723,1,0,0,0,0,46,33.2143101578241
3071,267,0,0,0,0,0,46,995.2844877385196
3072,4,1,1,0,0,0,83,484.78003004843663
3073,594,0,0,0,0,0,84,13118.249115432212
3074,948,0,1,1,0,0,77,33608.044274395215
3075,1792,1,0,0,0,0,74,21.77121350830721
3076,2503,0,0,0,0,0,31,452.8633376048198
3077,3778,0,0,0,0,0,19,2419.3370474821836
3078,1096,0,0,0,0,0,60,505.0343873210485
3079,2588,0,0,1,0,0,25,62.23617804556237
3080,132,0,1,0,0,0,34,945.6829738807069
3081,970,0,1,0,0,0,72,152.31434294976023
3082,23,0,0,0,0,0,31,256.39730910528556
3083,1535,0,0,0,0,0,36,656.2289865762541
3084,2809,0,0,0,0,0,80,971.0196191380957
3085,730,0,0,0,0,0,52,679.5540572236391
3086,246,1,0,0,0,0,68,859.4319370080449
3087,919,1,0,0,0,0,22,516.3513943742408
3088,2533,0,0,0,0,0,34,283.64034018872843
3089,4130,0,0,0,0,0,31,611.5836306487581
3090,1242,0,0,0,0,0,37,627.984108600451
3091,330,0,0,0,0,0,40,1098.5116167515907
3092,2827,0,0,0,0,0,19,33082.55467637124
3093,3923,1,0,0,0,0,80,694.2015698127002
3094,1093,0,0,0,0,0,43,535.4504615827163
3095,2091,0,0,1,0,0,80,22455.328489715226
3096,2444,1,1,0,0,1,71,493.66751445151056
3097,4078,0,0,0,0,0,42,1633.6580638761632
3098,2479,0,0,0,0,0,57,643.5717440891457
3099,1201,1,0,0,0,0,51,316.271634321609
3100,3929,0,0,0,0,0,36,605.7347975332236
3101,3510,0,0,0,0,0,45,375.5704253067084
3102,776,0,0,0,0,0,22,1036.6582169643195
3103,552,1,0,0,1,0,87,1852.770126654468
3104,1243,1,0,0,0,0,56,323.96942961144714
3105,3973,1,0,0,0,0,62,266.93994640901633
3106,32,1,0,0,0,0,40,377.55530479224456
3107,4053,1,0,0,0,0,30,1377.124328095532
3108,3733,0,0,0,0,0,46,347.01042366174937
3109,1775,0,1,0,0,0,74,44890.40146397014
3110,2781,0,1,1,0,0,47,62299.86292009211
3111,632,0,0,0,0,0,61,196.97634923976327
3112,2772,0,1,0,0,0,48,71154.20834783305
3113,138,0,0,0,0,0,47,446.70006654705355
3114,786,0,1,0,0,0,33,3998.244601521233
3115,4123,1,1,0,0,0,56,23.33689777122485
3116,100,0,0,0,0,0,83,93.08278564884054
3117,10,0,0,0,0,0,35,564.245158027669
3118,3370,0,0,0,0,0,73,2292.1017156779676
3119,506,0,0,0,0,0,60,48938.52514906635
3120,2569,0,0,0,0,0,23,292.30653058760345
3121,350,0,0,0,0,0,67,510.7575217863832
3122,2745,1,0,0,0,1,48,37.68575472182092
3123,1941,1,0,0,0,0,37,872.6481636474136
3124,214,0,0,0,0,0,35,951.5556227844475
3125,51,0,0,0,0,0,38,199.36129885172647
3126,4069,0,0,0,0,0,45,484.64042650794494
3127,3631,0,0,0,0,0,58,886.104807327685
3128,1658,0,0,0,0,0,31,423.81536332027014
3129,586,1,0,0,0,0,70,1423.7073536296753
3130,3065,0,1,1,0,0,59,27286.14402956865
3131,2808,1,0,0,0,0,58,474.750162473
3132,2687,0,1,0,0,0,50,31328.76608852411
3133,2278,0,0,0,0,0,75,1285.9871103268786
3134,948,0,0,0,0,0,79,35965.0642375307
3135,2571,1,0,0,0,0,65,416.03956688000613
3136,2765,0,0,0,0,0,81,1008.7026705850494
3137,413,1,0,0,0,1,80,368.4929419655376
3138,28,0,0,0,0,0,39,222.2868208003851
3139,413,1,1,0,0,0,32,228.34163413277787
3140,141,0,0,0,0,0,35,1246.0900795457596
3141,555,1,0,0,0,0,39,407.9869690436201
3142,2298,0,0,0,0,0,82,172.05797667553603
3143,3248,0,0,0,0,0,55,309.8161927247123
3144,1489,0,0,0,0,0,30,898.8401193283481
3145,616,0,0,0,0,0,29,208.64545162666803
3146,125,0,0,0,0,0,34,428.6233241342455
3147,2321,0,1,0,0,0,69,76247.940612919
3148,3999,0,0,1,0,0,49,34123.04361196613
3149,2853,0,0,1,0,0,81,979.8896049547528
3150,2544,0,0,0,0,0,62,1153.9855357590493
3151,242,0,0,0,0,0,19,838.7578133745917
3152,1490,1,0,0,0,0,22,276.7360925438519
3153,2742,0,0,0,0,0,63,822.7754556310689
3154,2503,1,1,0,0,0,71,31598.970480978518
3155,1420,0,0,0,0,0,38,555.6817568197437
3156,3513,0,0,0,0,0,19,518.0813646037117
3157,178,1,1,0,0,0,34,1428.3017333618338
3158,2593,1,1,0,0,0,60,470.49956813086004
3159,423,0,0,0,0,0,25,74.37920524855569
3160,1854,1,0,0,0,0,54,648.8399738939709
3161,1258,1,0,0,0,0,23,168.03747179374056
3162,168,1,0,0,0,0,18,373.78235799440927
3163,1997,1,1,0,0,1,55,275.96334913652646
3164,2052,1,0,0,0,0,48,1057.5886757540193
3165,1495,0,0,0,0,0,63,998.1897761857724
3166,2281,0,1,0,0,0,68,32438.541993308212
3167,4001,0,0,1,0,0,63,29810.787334580215
3168,2781,0,0,0,0,0,58,50385.506390956325
3169,1531,0,1,1,0,0,88,155.28477314293966
3170,2718,0,0,0,0,0,67,1218.3787128207005
3171,428,0,0,0,0,0,67,1197.3454149052727
3172,3581,0,0,0,0,0,71,10477.40081134083
3173,2451,0,0,0,0,0,56,672.5452620544825
3174,253,0,0,0,0,0,58,868.6652271450216
3175,679,0,0,1,0,0,81,13067.73273382362
3176,2543,0,0,0,0,0,61,825.8054149958562
3177,242,0,0,0,0,0,82,560.1931155383307
3178,2035,0,0,1,0,0,40,957.1335622288224
3179,2055,0,0,0,0,0,22,447.9642056679722
3180,2754,1,0,0,0,0,76,2577.202280524675
3181,1348,0,0,0,0,0,55,628.7128364072587
3182,1906,0,1,1,0,0,67,26841.64176764845
3183,112,0,0,1,0,0,24,183.10654522477626
3184,4077,1,0,0,0,0,44,790.1526574586978
3185,1671,0,1,0,0,0,76,10572.856566220511
3186,3752,0,1,0,0,0,32,3490.828323662095
3187,2288,1,0,0,0,0,40,1199.0341251971756
3188,1897,0,0,1,0,0,82,326.2956835229965
3189,3361,0,0,0,0,0,51,3485.1876903463904
3190,4148,0,0,0,0,0,62,73642.87987796661
3191,2110,1,0,0,0,0,59,587.1526697109857
3192,970,0,0,0,0,0,23,34.75260376051357
3193,1832,0,0,0,0,0,54,109.54045483454091
3194,3753,0,0,0,0,0,84,30227.552351175065
3195,3720,0,1,0,0,0,54,503.57435055713347
3196,74,0,0,1,0,0,38,391.14709744608274
3197,663,1,0,0,0,0,34,269.00864463644604
3198,3433,0,0,0,0,0,50,671.2099256370976
3199,2823,0,0,0,0,0,64,3631.69058148908
3200,510,1,0,0,0,0,22,491.4799095910412
3201,500,1,0,0,0,0,74,290.95109928439905
3202,2685,0,0,0,0,0,50,2433.8279071904253
3203,207,1,0,0,0,0,76,1271.9916507579821
3204,318,0,0,0,0,0,81,7390.794110439017
3205,1348,1,1,0,0,0,64,177.59442295109724
3206,1679,0,0,0,0,0,24,62.85321303945223
3207,2733,0,0,0,0,0,69,32741.889712344215
3208,448,0,0,0,0,0,44,5775.211911738349
3209,2377,1,0,0,0,0,23,1207.78316056269
3210,1568,1,1,0,0,0,66,13163.464012133774
3211,268,1,0,0,0,0,75,293.244860812852
3212,740,0,0,0,0,0,40,327.377821086785
3213,1602,0,0,0,0,0,24,407.55819353105255
3214,3270,0,0,0,0,0,54,580.9244558560421
3215,1196,0,0,0,0,0,44,305.60208381777886
3216,2738,1,1,0,0,1,75,4125.618240009361
3217,1893,1,1,0,0,0,23,417.43936870918924
3218,2588,0,0,0,0,0,46,353.53250466943933
3219,425,1,0,0,0,0,72,278.0237299899897
3220,746,0,1,0,0,0,32,31785.705652056786
3221,129,1,0,0,0,0,60,532.5515598739663
3222,578,0,1,0,0,0,51,31940.589180747404
3223,3776,0,1,0,0,0,57,640.9103854640256
3224,4008,0,0,1,0,0,53,502.85854484134194
3225,662,0,0,0,0,0,66,253.1027891067922
3226,1883,1,0,0,0,0,48,141.23190778158997
3227,380,0,0,0,0,0,48,870.640716436036
3228,2644,0,0,0,0,0,45,905.4144893527313
3229,3906,1,0,0,0,0,39,1480.460258984651
3230,2396,0,1,1,0,0,85,21018.11636008235
3231,2673,0,0,0,0,0,20,1524.9023301109585
3232,2818,1,0,0,0,0,35,2572.165116239217
3233,4062,0,1,0,0,0,74,356.59923237267867
3234,1849,0,0,1,0,0,31,661.5934026243148
3235,257,1,0,0,0,0,42,506.7218991406395
3236,3243,0,0,0,0,0,52,2574.9040577365577
3237,4087,0,0,0,0,0,50,679.4013603449812
3238,482,0,0,0,0,0,29,469.7250698434594
3239,30,1,0,0,0,0,61,140.8833487684254
3240,1126,0,1,1,0,0,66,44985.002355920114
3241,766,1,0,0,0,0,64,680.3449074689296
3242,2718,0,1,0,0,0,67,923.8245844607978
3243,542,0,0,0,0,0,75,533.0241879554821
3244,2857,0,0,0,0,0,43,1064.0834648947134
3245,123,0,0,0,0,0,23,232.04531368150666
3246,188,1,0,0,0,0,59,425.3535162416767
3247,2,0,0,0,0,0,44,382.05513591764077
3248,1204,0,1,0,0,0,55,27242.092117493747
3249,3530,1,0,0,0,0,61,255.95881635806893
3250,682,0,0,0,0,0,48,144.2247917069391
3251,4148,0,1,0,0,0,68,40003.09859724122
3252,2614,0,1,0,0,0,52,28332.526968815302
3253,7,0,0,0,0,0,51,289.4990470834837
3254,2750,0,1,0,0,0,44,1234.745609859117
3255,2746,1,0,0,0,1,58,1119.31175923592
3256,2688,0,0,0,0,0,58,31421.643299180563
3257,2729,1,0,0,0,0,27,595.4592800722992
3258,3179,0,0,0,0,0,44,519.8100078872792
3259,2674,0,0,0,0,0,85,4887.9393424236605
3260,1885,1,0,0,0,0,65,545.1854510873832
3261,3083,0,0,0,0,0,52,1259.5137528711139
3262,728,0,0,0,0,0,71,2946.0123156888903
3263,845,1,0,0,0,0,42,341.45126829005744
3264,104,0,1,0,0,0,29,236.5780741168542
3265,482,1,1,0,0,0,59,398.0321409627194
3266,947,0,0,0,0,0,41,806.2290544799788
3267,1862,1,0,0,0,0,58,624.0210082939897
3268,3614,0,0,0,0,0,33,3465.670377782903
3269,50,0,1,0,0,0,45,512.6563959243302
3270,3986,0,0,0,0,0,38,689.0697799980696
3271,3768,0,0,0,0,0,42,764.507892705215
3272,754,1,0,0,0,0,24,462.23625301804753
3273,232,0,0,0,0,0,59,783.0379009547205
3274,1320,0,0,0,0,0,59,21938.827769939122
3275,167,1,1,0,0,0,28,1058.843289364744
3276,2230,0,1,0,0,0,45,485.3060051491014
3277,4047,1,0,0,0,0,72,726.8571134370359
3278,2821,0,1,1,0,0,64,35471.605944114795
3279,1835,1,0,0,0,0,29,285.3880660010506
3280,2915,0,0,0,0,0,63,115068.10201430359
3281,2573,0,0,0,0,0,40,136.35582819846593
3282,2732,0,0,0,0,0,46,1940.3884896869934
3283,3022,0,1,0,0,0,30,1169.3558994603543
3284,3889,0,0,0,0,0,21,525.7750408921435
3285,173,1,0,0,0,0,38,896.2614872772807
3286,8,0,0,0,0,0,31,227.8176193778458
3287,2592,0,0,0,0,0,25,184.70873485653445
3288,589,0,0,0,0,0,37,775.2064233460632
3289,81,0,0,0,0,0,69,418.0096438636589
3290,1811,0,1,0,0,0,39,539.4873550471557
3291,2846,0,0,0,0,0,59,399.3603512162721
3292,311,1,0,0,0,0,80,403.760847283791
3293,2559,1,0,0,0,0,43,309.76811131568275
3294,3887,0,0,0,0,0,19,711.0872612578216
3295,3038,0,0,0,0,0,21,1049.2069999149128
3296,1343,1,0,0,0,0,58,498.04316402307467
3297,2711,0,0,0,0,0,55,1301.571154852278
3298,2721,0,1,0,0,0,22,1102.7657672501707
3299,17,0,0,0,0,0,27,389.9055028142697
3300,233,0,0,0,0,0,43,288.1505116130133
3301,2190,0,0,1,0,0,65,21516.821425203212
3302,533,1,0,0,0,0,66,200.20463896734523
3303,3033,0,0,0,0,0,37,64739.90744353612
3304,1721,1,1,0,0,1,54,47083.05153144547
3305,1196,0,0,0,0,0,21,362.9381482204649
3306,3860,0,0,0,0,0,31,705.9878275983417
3307,747,0,1,0,0,0,65,162.9566151761564
3308,1637,1,0,0,0,0,25,325.33504631843755
3309,2592,0,0,0,0,0,65,198.17017720206312
3310,82,1,0,0,0,0,22,591.355505345856
3311,1209,0,0,0,0,0,78,430.23022316483696
3312,31,0,0,0,0,0,28,50.08198363337731
3313,3245,0,0,0,0,0,22,547.730767865481
3314,2197,0,0,0,0,0,28,1150.4403102310152
3315,1984,0,0,0,0,0,61,354.05747511298335
3316,276,0,0,0,0,0,56,1150.9736928724074
3317,584,0,0,0,0,0,62,658.0377994150018
3318,2567,0,0,0,0,0,43,823.5265113356087
3319,21,0,0,0,0,0,26,940.2910067498616
3320,594,0,0,0,0,0,72,511.801906153364
3321,3800,0,0,0,0,0,57,14941.993554409873
3322,2397,0,0,0,0,0,40,411.86175175625493
3323,9,1,0,0,0,0,83,546.8492457287738
3324,3175,0,1,1,0,0,56,28181.98463198235
3325,1565,1,0,0,0,0,72,356.5868701086529
3326,253,0,0,0,0,0,83,868.3706921881237
3327,7,1,0,0,0,0,47,159.1402993021458
3328,680,1,1,0,0,1,63,4218.356985493008
3329,3655,0,0,0,0,0,65,536.5086812001124
3330,246,1,1,0,0,0,68,906.1452735347627
3331,3523,0,0,0,0,0,56,1563.1879313687318
3332,281,1,0,0,0,0,32,252.2678234372173
3333,2254,0,0,0,0,0,37,872.8556270880532
3334,3961,0,0,0,0,0,37,274.6168388140527
3335,2807,0,0,1,0,0,61,111635.10145225172
3336,2231,0,0,0,0,0,44,30008.7436288643
3337,31,0,0,0,0,0,81,355.2300571249471
3338,2672,1,0,0,0,0,71,871.9822148284708
3339,3893,0,1,0,0,0,25,78014.66241482903
3340,102,0,0,0,0,0,46,295.8761916985641
3341,3699,0,1,0,0,0,66,15839.558450633223
3342,1738,0,0,0,0,0,69,743.5504085425052
3343,2360,0,0,0,0,0,51,331.9257160729176
3344,1854,0,0,0,0,0,18,626.9099221761405
3345,2672,1,0,0,0,0,67,656.734282777837
3346,2526,0,0,0,0,0,35,981.9557747076414
3347,733,0,0,0,0,0,44,2330.61607480052
3348,116,0,0,0,0,0,44,423.2326067598048
3349,1825,1,0,0,0,0,34,556.705726310368
3350,1079,0,1,0,0,0,72,1458.8342888546204
3351,157,0,0,0,0,0,21,800.863576653251
3352,155,0,0,0,0,0,37,1031.2304553313886
3353,751,0,0,1,0,0,38,1440.8735391087039
3354,141,1,1,0,0,1,81,777.7304746130718
3355,510,0,0,0,0,0,60,742.8926682448798
3356,4099,0,0,0,0,0,61,405.13624031727045
3357,84,0,0,0,0,0,20,260.65815964506595
3358,3997,0,0,0,0,0,65,916.8584385255247
3359,527,0,0,0,0,0,83,415.62985355400673
3360,463,0,0,0,0,0,30,298.27684093127186
3361,4042,0,0,0,0,0,55,878.4932965473986
3362,1577,1,0,0,0,0,81,378.8568048595642
3363,251,0,0,0,0,0,56,321.7567194445202
3364,38,1,0,0,0,0,54,412.4618670516187
3365,682,0,0,0,0,0,21,525.137407868376
3366,413,0,0,1,0,0,75,525.5757879491296
3367,2628,0,0,0,0,0,55,535.964997580344
3368,4020,0,0,0,0,0,42,1076.083054549626
3369,555,0,0,0,0,0,45,268.8412425753486
3370,1219,0,0,1,0,0,70,27356.004502432963
3371,1212,0,1,0,0,0,62,499.850764587341
3372,4139,0,0,0,0,0,29,1609.482778647261
3373,893,0,1,1,0,0,34,107.6257863788838
3374,786,1,0,0,0,0,29,4097.7337513549755
3375,116,1,0,0,0,0,32,147.1335006871059
3376,2188,0,1,0,0,0,22,1144.0117511056844
3377,75,1,0,0,0,0,64,233.7214195700056
3378,3611,0,0,0,0,0,54,730.2395795716395
3379,1520,0,0,0,0,0,22,410.45970534571865
3380,2810,1,1,0,0,1,86,607.5514636946349
3381,1821,0,0,0,0,0,71,439.4967582782877
3382,1736,0,0,0,0,0,27,1034.1216048402118
3383,1211,0,0,0,0,0,27,492.28787259165256
3384,3426,0,0,0,0,0,77,289.0273801764254
3385,888,0,1,0,0,0,25,28518.39282081021
3386,4029,0,0,0,0,0,70,258.38567399002665
3387,1317,0,0,0,0,0,65,5988.705234908998
3388,1493,0,0,0,0,0,28,407.76177493526353
3389,532,0,0,0,0,0,32,425.6679456884023
3390,50,1,0,0,0,0,19,210.81989536531694
3391,203,0,0,0,0,0,57,920.6576567454143
3392,258,0,0,0,0,0,21,510.3210880840747
3393,253,0,0,0,0,0,61,698.0834724092662
3394,221,0,0,0,0,0,64,1067.2641301770386
3395,2880,0,0,0,0,0,41,74762.23084775206
3396,3393,0,0,1,0,0,32,1303.836580910255
3397,148,0,0,0,0,0,59,438.3625321156485
3398,1829,1,0,0,0,0,25,690.7503179130126
3399,1829,0,0,0,0,0,45,426.07162836410964
3400,2647,0,0,0,0,0,36,579.4133253537367
3401,2750,0,0,0,0,0,55,554.8118272596379
3402,506,0,0,0,0,0,39,31968.963105443094
3403,116,1,0,0,0,0,37,195.58886630996193
3404,2774,0,1,0,0,0,76,4156.701074135248
3405,146,0,1,0,0,0,40,672.1920074320744
3406,230,0,0,0,0,0,21,1459.846840337839
3407,2375,0,1,0,0,0,49,12278.770808588142
3408,38,0,0,0,0,0,59,262.4510045162644
3409,662,1,0,0,0,0,64,464.8784200774576
3410,2729,1,0,0,0,0,69,805.4865631553569
3411,4063,0,0,0,0,0,31,296.08804907824924
3412,2729,0,1,0,0,0,19,195.49199325100432
3413,2886,0,0,0,0,0,25,673.3700553516836
3414,2208,0,1,0,0,0,63,17179.4260096148
3415,661,0,1,0,0,0,60,30059.668609676708
3416,95,0,0,0,0,0,48,83.21505072077336
3417,3469,0,0,0,0,0,52,433.8679176993975
3418,2301,0,0,0,0,0,47,1391.866691156189
3419,3559,0,0,0,0,0,34,693.7792457581169
3420,2810,1,0,0,0,0,73,570.1041692870845
3421,1835,0,0,0,0,0,41,115.02065299658949
3422,265,0,0,0,0,0,68,1356.6807246882763
3423,2541,0,1,1,0,0,63,53325.0325672889
3424,3819,0,1,0,0,0,30,631.3743788714924
3425,3902,0,1,1,0,0,84,68121.09568946615
3426,2812,0,0,0,0,0,56,1757.7743064006904
3427,558,0,0,0,0,0,20,806.4323560563861
3428,16,0,0,0,0,0,78,393.07983038871834
3429,3643,0,0,0,0,0,56,1293.5077285210023
3430,441,1,0,0,0,0,66,450.17874946912565
3431,2726,1,1,0,0,0,73,915.7130611724449
3432,129,0,0,0,0,0,46,535.7547344861387
3433,3900,0,1,0,0,0,51,38651.25206823938
3434,130,0,0,0,0,0,26,329.6677232727694
3435,381,0,0,0,0,0,78,1214.8538208955915
3436,2766,0,1,0,0,0,61,38082.5699903324
3437,4,1,0,0,0,0,38,277.57924334048977
